timestamp,rss_kb,cpu_pct
2026-08-17T14:07:40.112Z,145764,18.1
2026-08-17T14:07:41.118Z,145984,18.1
2026-08-17T14:07:42.131Z,146512,18.1
2026-08-17T14:07:43.139Z,146152,18.1
2026-08-17T14:07:44.146Z,146164,18.1
2026-08-17T14:07:45.152Z,146808,18.1
2026-08-17T14:07:46.160Z,151216,18.2
2026-08-17T14:07:47.167Z,151404,18.1
2026-08-17T14:07:48.175Z,151576,18.1
2026-08-17T14:07:49.181Z,151216,18.1
2026-08-17T14:07:50.188Z,156100,18.1
2026-08-17T14:07:51.195Z,154520,18.1
2026-08-17T14:07:52.203Z,154880,18.1
2026-08-17T14:07:53.210Z,154880,18.1
2026-08-17T14:07:54.216Z,154692,18.1
2026-08-17T14:07:55.222Z,155756,18.1
2026-08-17T14:07:56.231Z,150708,18.1
2026-08-17T14:07:57.240Z,150896,18.1
2026-08-17T14:07:58.247Z,150896,18.1
2026-08-17T14:07:59.253Z,150880,18.1
2026-08-17T14:08:00.261Z,158160,18.1
2026-08-17T14:08:01.270Z,155712,18.1
2026-08-17T14:08:02.277Z,156432,18.2
2026-08-17T14:08:03.284Z,155172,18.3
2026-08-17T14:08:04.291Z,151140,18.4
2026-08-17T14:08:05.301Z,152220,18.5
2026-08-17T14:08:06.310Z,151124,18.6
2026-08-17T14:08:07.316Z,151312,18.5
2026-08-17T14:08:08.323Z,151004,18.5
2026-08-17T14:08:09.333Z,150816,18.5
2026-08-17T14:08:10.340Z,152480,18.6
2026-08-17T14:08:11.346Z,152480,18.5
2026-08-17T14:08:12.353Z,152752,18.5
2026-08-17T14:08:13.361Z,154068,18.5
2026-08-17T14:08:14.368Z,154528,18.5
2026-08-17T14:08:15.376Z,152540,18.5
2026-08-17T14:08:16.384Z,154772,18.6
2026-08-17T14:08:17.391Z,165212,18.7
2026-08-17T14:08:18.400Z,171260,18.7
2026-08-17T14:08:19.407Z,176016,18.7
2026-08-17T14:08:20.413Z,178096,18.7
2026-08-17T14:08:21.421Z,182420,18.7
2026-08-17T14:08:22.430Z,179988,18.7
2026-08-17T14:08:23.438Z,181092,18.7
2026-08-17T14:08:24.445Z,181092,18.7
2026-08-17T14:08:25.451Z,178964,18.7
2026-08-17T14:08:26.458Z,184720,18.7
2026-08-17T14:08:27.466Z,188652,18.8
2026-08-17T14:08:28.475Z,188736,18.8
2026-08-17T14:08:29.482Z,188052,18.9
2026-08-17T14:08:30.489Z,184832,19.0
2026-08-17T14:08:31.498Z,185740,19.1
2026-08-17T14:08:32.505Z,182468,19.1
2026-08-17T14:08:33.512Z,183392,19.1
2026-08-17T14:08:34.519Z,183392,19.0
2026-08-17T14:08:35.525Z,182640,19.0
2026-08-17T14:08:36.534Z,186128,19.0
2026-08-17T14:08:37.541Z,182512,19.0
2026-08-17T14:08:38.548Z,182700,19.0
2026-08-17T14:08:39.554Z,183608,19.0
2026-08-17T14:08:40.564Z,187432,19.0
2026-08-17T14:08:41.573Z,191092,19.0
2026-08-17T14:08:42.579Z,187756,19.1
2026-08-17T14:08:43.586Z,188648,19.2
2026-08-17T14:08:44.594Z,188992,19.2
2026-08-17T14:08:45.601Z,187052,19.2
2026-08-17T14:08:46.608Z,187052,19.1
2026-08-17T14:08:47.615Z,189592,19.2
2026-08-17T14:08:48.623Z,187776,19.2
2026-08-17T14:08:49.632Z,188292,19.2
2026-08-17T14:08:50.640Z,188824,19.2
2026-08-17T14:08:51.646Z,188824,19.1
2026-08-17T14:08:52.655Z,190372,19.1
2026-08-17T14:08:53.664Z,187820,19.2
2026-08-17T14:08:54.672Z,187288,19.2
2026-08-17T14:08:55.679Z,190120,19.3
2026-08-17T14:08:56.685Z,187288,19.3
2026-08-17T14:08:57.694Z,187664,19.2
2026-08-17T14:08:58.701Z,188400,19.2
2026-08-17T14:08:59.708Z,187696,19.2
2026-08-17T14:09:00.716Z,189512,19.2
2026-08-17T14:09:01.723Z,190592,19.2
2026-08-17T14:09:02.732Z,187336,19.2
